Ligand Number	SMILES
1387	N#Cc1cc(F)cc(NC(=O)N[C@@H]2CS(=O)(=O)C[C@H]2O)c1
13986	CCCN1C[C@H](O)[C@H](Oc2cc(F)cc(C#N)c2)C1
14223	N#Cc1cccc(Oc2cc(F)ccc2[N+](=O)[O-])c1
12833	CC(=O)c1cc(F)ccc1Oc1cc(F)cc(C#N)c1
6051	C[C@@H](O)C#Cc1cc(F)cc(C#N)c1
23715	C[C@H](N)c1c(F)cccc1Oc1cccc(C#N)c1
37929	N#Cc1cc(F)cc(Nc2c(N)cccc2C(N)=O)c1
23026	CS(=O)(=O)c1ccc([C@H](O)C#N)cc1S(C)(=O)=O
3448	CC(=O)CNC(=O)[C@H](C)Oc1cc(F)cc(C#N)c1
7326	N#Cc1cc(F)cc(O[C@@H]2CC[C@H]3C[C@H]3C2)c1
33817	N#Cc1cc(F)cc(O[C@H]2C[C@@H](N)C2)c1
14142	CN[C@@H](COc1cc(F)cc(C#N)c1)c1cccs1
610	C[C@H](C(=O)Nc1cc(F)cc(C#N)c1)S(C)(=O)=O
11287	N#Cc1ccc(Oc2cccc(F)c2)c(Br)c1
39534	N#Cc1cccc(Oc2ccc(F)cc2/C=C/C(=O)O)c1
13828	N#Cc1cc(F)cc(Oc2ccc(N)cc2C(=O)O)c1
22536	CS(=O)(=O)c1ccc([C@H](F)C#N)cc1Br
12219	N#Cc1cc(F)cc(O[C@@H](C(=O)O)c2ccccc2)c1
28549	C[P@]1(=O)C[C@H](O)[C@H](Oc2cc(F)cc(C#N)c2)C1
35110	N#Cc1cccc(Oc2ccc(CO)cc2F)c1
23124	C[C@@H](N)c1ccc(Oc2cc(F)cc(C#N)c2)nc1
8501	C[C@@H](OC(=O)c1ccc(S(C)(=O)=O)c(Br)c1)C(F)F
30716	CC1CN(C(=O)c2ccc(S(C)(=O)=O)c(Br)c2)C1
11	N#Cc1cc([N+](=O)[O-])ccc1Oc1cncc(F)c1
29361	CC[C@H](COc1cc(F)cc(C#N)c1)CS(N)(=O)=O
6366	CS(=O)(=O)c1ccc(Nc2cc(F)cc(C#N)c2)cc1
35292	CC(C)[C@H](O)C#Cc1cc(F)cc(C#N)c1
38933	Cc1ccc(Oc2ccc(F)cc2N)c(C#N)c1
12472	C[C@H]1C[C@@H](Oc2cc(F)cc(C#N)c2)CO1
10296	N#Cc1cc(F)cc(-c2ccc(CO)cc2)c1
9959	N#Cc1cc(F)cc(Oc2ccc(C(N)=O)cc2N)c1
13321	C[C@@H]1C[C@H](O)CN1S(=O)(=O)c1cc(F)cc(C#N)c1
38773	N#Cc1cc(F)cc(Oc2ccc(C(=O)O)cc2N)c1
5822	C[C@@H](O)c1ccc(Oc2cc(F)cc(C#N)c2)c(Br)c1
23827	N#Cc1cc(F)cc(Oc2cccc(S(N)(=O)=O)c2)c1
40924	CCc1cc(Br)ccc1Oc1cc(F)cc(C#N)c1
22721	CCN[C@]1(CO)CC[C@@H](Oc2cc(F)cc(C#N)c2)C1
20009	CC(=O)c1cccnc1Oc1cc(F)cc(C#N)c1
32151	N#Cc1cc(S(=O)(=O)F)ccc1Oc1ccccc1
24142	CS(=O)(=O)c1ccc(C#N)cc1Br
28508	CS(=O)(=O)CC1(COc2cc(F)cc(C#N)c2)CC1
18985	N#Cc1ccc(N)c(Oc2ccc(F)cc2Br)c1
12327	Cc1cc(CO)cnc1Oc1cc(F)cc(C#N)c1
23829	Cc1ccc(Oc2ccc(F)cc2C#N)cn1
38039	COC[C@@H]1C[C@H](Oc2cc(F)cc(C#N)c2)[C@@H](O)C1
27332	N#Cc1ccc(Oc2cncc(F)c2)c([N+](=O)[O-])c1
3647	N#Cc1ccnnc1Oc1cc(F)ccc1N
14378	Cc1cc([C@@H](O)C#N)ccc1S(C)(=O)=O
34516	COc1ccc([C@H]2C[C@H](C#N)CN2)cc1S(C)(=O)=O
2136	CO[C@@H]1COC[C@H]1Oc1cc(F)cc(C#N)c1
26127	C[C@H](C(=O)Oc1cccc(F)c1)S(C)(=O)=O
33662	N#Cc1cc(F)cc(Oc2ccc3c(c2C(F)F)C(=O)CS3(=O)=O)c1
503	CC(C)(C)[C@@H](Oc1cc(F)cc(C#N)c1)C(=O)O
16733	COCC1(COc2cc(F)cc(C#N)c2)CCC1
25396	C[C@@]1(O)CCNC[C@H]1Oc1cc(F)cc(C#N)c1
13276	CC[C@H]1CCC[C@H](Oc2cc(F)cc(C#N)c2)C1
1982	C[C@H](O)[C@@H](C)Oc1cc(F)cc(C#N)c1
20283	CS(=O)(=O)c1cc(F)cc([C@@H](N)C#N)c1
16877	N#Cc1cc(F)cc(O[C@H]2[C@H]3COC[C@@H]3C[C@H]2O)c1
3803	N#Cc1cccc(Oc2cc(C(N)=O)ccc2N)c1
14945	N#Cc1cc(F)cc([C@@H](F)C(=O)O)c1
18122	N#Cc1cc(F)cc(Oc2ccc(C(=O)O)cc2F)c1
25361	CS(=O)(=O)[C@@H]1CCC[C@@](O)(c2cccc(F)c2)C1
23028	N#Cc1cc(F)cc(Nc2cc(C(N)=O)ccc2N)c1
31873	CS(=O)(=O)N1CCC[C@@H](Oc2cc(F)cc(C#N)c2)C1
6715	N#Cc1cc(F)cc(Oc2ccc(C=O)o2)c1
39624	N#Cc1ccc(Oc2cc(F)ccc2C#N)cc1
2863	N#Cc1cc(F)cc(Oc2ncc(Br)cc2C#N)c1
3905	N#Cc1cc(F)cc(Oc2ncccc2C#N)c1
35751	N#Cc1cc(F)cc(Oc2ccc(C(=O)O)cn2)c1
4487	N#Cc1cc(F)cc(Oc2ccccc2CN)c1
13930	CS(=O)(=O)Nc1cc(F)ccc1Oc1ccccc1
18685	CSc1cc([C@H](C#N)CN)ccc1S(C)(=O)=O
31503	N#Cc1cc(F)cc(Oc2cnc(C(=O)O)cn2)c1
25171	N#Cc1cnc(Oc2cccc(F)c2)c([N+](=O)[O-])c1
32405	CS(=O)(=O)c1cc([C@H]2C[C@H](C#N)CN2)ccc1F
34319	CS(=O)(=O)c1cccc(NC(=O)c2cc(F)cc(C#N)c2)c1
14199	N#Cc1cccc(Oc2ccc(C(N)=O)cc2N)c1
16852	N#Cc1cc(F)cc(O[C@H]2[C@@H]3COC[C@H]3C[C@H]2O)c1
22548	N#Cc1cc(F)cc(O[C@@H]2CCCc3ccccc32)c1
35855	N#Cc1cc(F)cc(O[C@@H]2CC[C@@](N)(C(N)=O)C2)c1
6929	C[C@@H](NC(=O)Nc1cc(F)cc(C#N)c1)[C@H](O)c1ccc(F)cc1
33513	CN[C@@H](CO)COc1cc(F)cc(C#N)c1
37600	N#Cc1cc([N+](=O)[O-])ccc1Oc1cc(F)cc(F)c1
21687	N#Cc1c(F)cccc1Oc1cccc(F)c1
37678	C[C@H]1CC(Oc2cc(F)cc(C#N)c2)C[C@H](C)O1
36628	CS(=O)(=O)c1cc(C(=O)O)cc(N)c1Oc1ccccc1
18631	C[C@@H](O)c1ccc(-c2cc(F)cc(C#N)c2)cc1
13558	CC[C@H]1CC[C@]1(Oc1cc(F)cc(C#N)c1)C(=O)O
19120	N#Cc1cc(F)cc(N[C@]23CCCC[C@@H]2CCC3)c1
12412	N#Cc1cccc(Oc2ccc(F)cc2F)c1
28040	C[C@H](N)c1ccc(Oc2cc(F)cc(C#N)c2)c(F)c1
9242	C[C@@H](NC(=O)Nc1cc(F)cc(C#N)c1)[C@H](O)c1ccccc1
17687	C[C@H](N)c1ccc(Oc2cc(F)cc(C#N)c2)nn1
10844	Cc1ccc(C#N)cc1S(C)(=O)=O
12173	C[C@H](O)c1cc(Br)ccc1Oc1cc(F)cc(C#N)c1
25653	C[C@H](O)c1cc(F)ccc1Oc1cc(F)cc(F)c1
18955	Cc1ccc(Oc2cc(F)cc(F)c2)c(C#N)c1
33986	N#Cc1cccc(Oc2cc(S(N)(=O)=O)ccc2N)c1
23431	CSc1ccc([C@H](O)C#N)cc1S(C)(=O)=O
9025	N#Cc1cc(F)cc(OCC2(O)CCC2)c1
11175	CS(=O)(=O)C1(COc2cc(F)cc(C#N)c2)CCC1
33013	CSc1ccc(Oc2cc(F)cc(C#N)c2)cc1
34911	N#Cc1cc(F)ccc1Oc1ccc(F)cc1
38617	CS(=O)(=O)[C@H]1CCC[C@]2(C1)Nc1cc(F)ccc1O2
25059	N#Cc1cc(F)cc(Oc2ccc(CO)cn2)c1
5318	Cc1cc(CO)ccc1Oc1cc(F)cc(F)c1
25169	N#Cc1cc(F)cc(Oc2ccc(F)cc2[N+](=O)[O-])c1
30980	N#Cc1cc(F)cc(Oc2ccc(F)cc2CO)c1
1137	N#Cc1cc(F)cc(Oc2nc(F)ncc2[N+](=O)[O-])c1
18673	CCC[C@@H](CBr)COc1cc(F)cc(C#N)c1
20712	CC(C)C1(NS(=O)(=O)c2cc(F)cc(C#N)c2)CC1
23737	N#Cc1cc(F)cc(Oc2nc(N)nc3nc[nH]c23)c1
22050	N#Cc1cc(C(=O)O)ccc1Oc1cc(F)cc(Br)c1
40030	N#Cc1cc(F)cc(OC2CCS(=O)(=O)CC2)c1
33337	N#Cc1ccc(F)cc1Oc1ccc(F)cc1
15726	Cc1ccc(Oc2cc(F)cc(C#N)c2)c(CBr)c1
19740	N#Cc1cc(F)cc(Oc2ccncc2C#N)c1
28201	N#Cc1cc(F)cc(C#CCOCCBr)c1
36819	C[C@H](O)c1cc(Br)ccc1Oc1ccc(C#N)cc1
21073	C[C@@H](O)c1ccc(Oc2cc(F)cc(F)c2)c([N+](=O)[O-])c1
19100	C[C@@H](C#N)OC(=O)c1ccc(S(C)(=O)=O)c(Br)c1
8410	CC(C)CS(=O)(=O)Oc1cc(F)cc(C#N)c1
7115	Cc1cc(CO)ccc1Oc1cc(F)cc(C#N)c1
36636	CC1(C(=O)[C@@H](C#N)c2cccc(F)c2)CCCC1
3063	COc1cccc(-c2cc(F)cc(C#N)c2)c1O
16851	N#Cc1cc(F)cc(Oc2cccnn2)c1
12533	Cc1cc([C@H]2C[C@H](C#N)CN2)ccc1S(C)(=O)=O
11403	C[C@H](NC(=O)Nc1ccc(C#N)cc1)[C@@H](O)c1ccc(F)cc1
34010	CC(C)[C@H](C#N)Oc1cc(F)cc(C#N)c1
15178	CS(=O)(=O)c1ccc(C(=O)N2CC(C#N)C2)cc1Br
7678	CSc1c(F)cc([C@H](N)C#N)cc1S(C)(=O)=O
12365	N#Cc1cc(F)cc(Oc2ccc(CN)cc2F)c1
37250	C[C@@H](O)c1ccc(Oc2cc(F)cc(C#N)c2)c(F)c1
25885	CN[C@H](COc1cc(F)cc(C#N)c1)C(C)C
37052	C=CCCCS(=O)(=O)Oc1cc(F)cc(C#N)c1
36512	N#Cc1cc(F)cc(Oc2ncc(CO)cn2)c1
2355	N#Cc1cc(F)ccc1Oc1ccccc1
5914	N#Cc1cc(F)cc(OCC2(CC(=O)O)CC2)c1
27308	C[C@@H]1CCC[C@H](C)N1Nc1cc(F)cc(C#N)c1
28034	N#Cc1cc(F)cc(O[C@@H]2CCC[C@@](N)(CO)C2)c1
39912	CS(=O)(=O)c1ccc(C(=O)N2CC(F)C2)cc1Br
3145	N#Cc1cc(F)cc(Oc2ncc(CO)s2)c1
3688	COc1cc(C(C)=O)ccc1S(C)(=O)=O
24608	N#Cc1cc(Oc2cc(F)cc(F)c2)nc2ccccc12
37321	N#Cc1cc(CN)ccc1Oc1cc(F)cc(Br)c1
2890	N#Cc1cccc(Oc2ccc(F)cc2C=O)c1
12603	N#Cc1cnnc(Oc2cc(F)ccc2N)c1
707	CS(=O)(=O)c1ccc([C@@H](O)C#N)cc1S(C)(=O)=O
14354	CS(=O)(=O)c1ccc(Oc2ccc(F)cc2)c(N)c1
32439	CS(=O)(=O)c1ccccc1NC(=O)c1ccc(F)c(C#N)c1
3137	N#Cc1cc(F)cc(O[C@@H]2CCC[C@](N)(C#N)C2)c1
19956	CO[C@@H]1COC[C@@H]1Oc1cc(F)cc(C#N)c1
26468	N#Cc1ccc(Oc2cc(F)ccc2N)cc1
30057	CS(=O)(=O)c1ccc(Oc2cc(C#N)ccc2N)cc1
16266	N#Cc1cc(F)cc(Oc2ccccc2C(N)=O)c1
40327	N#Cc1cc(F)ccc1Oc1ccccc1N
38252	CC[C@@H](Oc1cc(F)cc(C#N)c1)C(=O)NN
9598	N#Cc1cc(F)cc(O[C@@H]2CC[C@@H](O)C2)c1
18395	CO[C@H]1COC[C@H]1Oc1cc(F)cc(C#N)c1
39315	N#Cc1cc(F)cc(OC(F)F)c1
37552	N#Cc1cc(C=O)ccc1Oc1cccc(F)c1
24879	CSc1ccc([C@@H](N)C#N)cc1S(C)(=O)=O
14624	CN[C@H]1C[C@@H](Oc2cc(C#N)ccc2N)C1
20515	N#Cc1cc(F)ccc1Oc1ccc(CCO)cc1
2684	CS(=O)(=O)c1cc(F)cc([C@@H](O)C#N)c1
13452	N#Cc1cc(F)cc(Oc2cc(N)ccc2C(=O)O)c1
9231	COc1cc(F)cc(C#N)c1
9669	COc1ccc(C(=O)N(CC#N)CC#N)cc1S(C)(=O)=O
5495	CS(=O)(=O)c1ccc(Oc2cccc(F)c2)c(S(C)(=O)=O)c1
21098	CN1C[C@@H](O)[C@@H](Oc2cc(F)cc(C#N)c2)C1
5944	Cc1ccnc(Oc2cc(F)cc(C#N)c2)c1C#N
1878	CN[C@@H](COc1cc(F)cc(C#N)c1)C1(F)CC1
34600	N#Cc1cc(F)cc(Oc2ncc(C(=O)O)cn2)c1
38172	N#Cc1cc(F)cc(O[C@@H]2CCC[C@H]2N)c1
249	COc1cc(CN=C=O)ccc1S(C)(=O)=O
39168	N#Cc1cc(F)cc(OS(=O)(=O)F)c1
28192	CC(C)[C@@H]1CC[C@H](O)[C@H](Oc2cc(F)cc(C#N)c2)C1
20514	CS(=O)(=O)c1ccc(Oc2cc(F)cc(F)c2)c([N+](=O)[O-])c1
34139	CS(=O)(=O)c1ccc(Oc2ccc(F)cc2N)nc1
30502	Cc1ccc([C@@H](CN)Oc2cc(F)cc(C#N)c2)o1
38249	CSc1ccc([C@H](N)C#N)cc1S(C)(=O)=O
34897	CS(=O)(=O)[C@H]1C[C@H](Nc2cc(F)cc(C#N)c2)C1
5664	N#Cc1cccc(Oc2ccc(F)cc2Br)c1
22291	CC1(C)CC[C@H](Oc2cc(F)cc(C#N)c2)[C@@H]1O
32178	N#Cc1cc(F)cc(O[C@H]2CCC[C@@](N)(C(N)=O)C2)c1
18594	CO[C@H]1CC[C@H](Oc2cc(F)cc(C#N)c2)C1
29673	N#Cc1cc(F)cc(Oc2nccnc2Br)c1
6297	CC[C@@H](C)COc1cc(F)cc(C#N)c1
40784	N#Cc1cc(Oc2ccc(F)cc2Br)ccc1N
22988	Cc1cc(C)c(Oc2ccc(N)c(C#N)c2)cc1N
513	CC[C@H](C#N)c1ccc(N)c(S(C)(=O)=O)c1
26479	Cc1cnc(Oc2cc(F)cc(C#N)c2)c(Br)c1
4717	COc1ccc(-c2cc(F)cc(C#N)c2)cc1N
33630	N#Cc1cc(F)cc(Oc2ccc3sccc3c2)c1
5306	N#Cc1cc(F)cc(Oc2cnccn2)c1
34360	CC(=O)Nc1cc(C#N)ccc1S(C)(=O)=O
10520	N#Cc1cc(F)cc(O[C@H](C(=O)O)C2CC2)c1
24047	CC(C)N1C[C@@H](O)[C@H](Oc2cc(F)cc(C#N)c2)C1
6748	CC[C@H](Oc1cc(F)cc(C#N)c1)C(C)=O
20667	N#Cc1cc(F)cc(OCC2(CS)CC2)c1
39453	N#Cc1cc(F)cc(O[C@H]2CCS(=O)(=O)C2)c1
7062	Cc1nc(Oc2cc(F)cc(C#N)c2)ccc1C(=O)O
29031	C[C@@H](N)c1cc(F)ccc1Oc1cc(F)cc(C#N)c1
3615	CS(=O)(=O)[C@@H]1CCC[C@](O)(c2cccc(F)c2)C1
40165	N#Cc1cc(N)ccc1Oc1cccc(F)c1
11570	N#Cc1ccc(Oc2ccc(F)cc2CO)cc1F
20032	N#Cc1cc(CBr)ccc1Oc1cccc(F)c1
17273	N#Cc1cc(F)cc(Oc2ncc(N)cc2C#N)c1
5168	CN[C@H]1CCC[C@H]1Oc1cc(F)cc(C#N)c1
20163	N#Cc1cc([N+](=O)[O-])c(Oc2cccc(F)c2)cc1F
27874	C[C@@H]1CC[C@H](O)[C@@H](Oc2cc(F)cc(C#N)c2)C1
15174	CN[C@H]1[C@H](Oc2cc(F)cc(C#N)c2)CCC1(F)F
32025	C[C@@H](O)c1ccc(Oc2cccc(F)c2)c(F)c1
12550	N#Cc1cc(F)cc(Oc2ccc(Br)cc2CBr)c1
13508	CC[C@@H](COc1cc(F)cc(C#N)c1)CS(N)(=O)=O
18784	CC[C@H](CBr)COc1cc(F)cc(C#N)c1
11704	N#Cc1cc(Br)ccc1Oc1cc(N)cc(F)c1
1544	C[C@@H](NCc1cc(F)cc(C#N)c1)[C@H](O)CO
15061	N#Cc1cc(Oc2cc(F)ccc2Br)ccc1N
17010	CS(=O)(=O)c1ccc(Oc2ccccc2)c(N)c1
34055	N#Cc1cnc(Oc2cc(F)cc(F)c2)c([N+](=O)[O-])c1
16795	COc1cc(C#N)ccc1Oc1ccc(F)cc1N
30648	CC[C@@H]1CC[C@H](O)[C@@H](Oc2cc(F)cc(C#N)c2)C1
23354	N#Cc1cc(F)ccc1Oc1ccc(F)cc1N
10557	N#Cc1cc(Br)ccc1Oc1cc(F)cc(F)c1
37618	COC[C@@H]1CC[C@@H](O)[C@H](Oc2cc(F)cc(C#N)c2)C1
18893	N#Cc1cc(F)cc(N[C@H]2CS(=O)(=O)C[C@H]2O)c1
2624	COC[C@@H]1C[C@@H](O)[C@@H](Oc2cc(F)cc(C#N)c2)C1
7218	N#Cc1cc(F)cc(Oc2ccc(CO)cc2)c1
11838	C[C@@H](NC(=O)c1cc(O)cc(C#N)c1)[C@@H](O)c1cccc(F)c1
3465	CS(=O)(=O)c1ccc(Nc2ccc(F)cc2C#N)cc1
31274	N#Cc1cc(F)cc(Oc2ccc(CCO)cc2)c1
28088	Cc1ccc(C(=O)[C@H](C#N)c2cccc(F)c2)o1
6867	N#Cc1cc(F)cc(O[C@H]2CCCO2)c1
16331	CS(=O)(=O)c1ccccc1NC(=O)c1ccc(C#N)cc1
14191	CN1C[C@@H](O)[C@H](Oc2cc(F)cc(C#N)c2)C1
8210	N#Cc1ccc(Oc2cccc(F)c2)c([N+](=O)[O-])c1
16115	Cc1cc(C#N)ccc1Oc1cc(F)cc(F)c1
34045	N#Cc1ccc(Oc2ccc(N)c(C#N)c2)c(Br)c1
40610	CC1(C)CCC[C@H](Oc2cc(F)cc(C#N)c2)[C@@H]1N
6869	Cc1cccnc1Oc1cc(F)cc(C#N)c1
2956	CCC[C@@H](O)C#Cc1cc(F)cc(C#N)c1
33517	CC[C@@H](O)[C@H](C)Oc1cc(F)cc(C#N)c1
9861	CS(=O)(=O)c1cc(F)cc([C@@H](O)C#N)c1F
29452	C[C@@H](N)c1ccc(Oc2cc(F)cc(C#N)c2)c(F)c1
23073	C=C(CS)COc1cc(F)cc(C#N)c1
24881	CNC(=O)COc1cc(F)cc(C#N)c1
30031	C[C@H](N)[C@H](Oc1cc(F)cc(C#N)c1)C(C)(C)C
12937	N#Cc1ccc(F)cc1Oc1cncc(F)c1
7988	COC(=O)[C@H](Oc1cc(F)cc(C#N)c1)C1CC1
40470	COc1cc(CN2CC(C#N)C2)ccc1S(C)(=O)=O
1864	Nc1ccc(F)cc1O[C@H]1CCCC(F)(F)[C@H]1O
1672	COc1cc(N)ccc1Oc1cc(F)cc(C#N)c1
23410	Cc1cc(C#N)ccc1Oc1cc(F)ccc1N
9719	CS(=O)(=O)c1cccnc1Oc1cc(N)c(F)cc1F
28714	N#Cc1cc(F)ccc1Oc1ccc(N)c(F)c1
33131	N#Cc1cc(F)cc(Oc2ccc3c(c2C(F)F)C(=O)C(F)(F)S3(=O)=O)c1
17265	N#Cc1cc(F)cc(Oc2cccc3ccsc23)c1
18404	Cc1ccc(Oc2ccc(F)cc2)c(C#N)c1
11988	CS(=O)(=O)c1cc(F)cc([C@H]2C[C@@H](C#N)CN2)c1
36069	CN[C@@H]1CCC(C)(C)C[C@@H]1Oc1cc(F)cc(C#N)c1
11139	CS(=O)(=O)c1ccc(Oc2ccc(N)cc2C#N)cc1
11194	N#Cc1cc(F)cc(O[C@H]2CC[C@](N)(C(N)=O)C2)c1
16114	C[C@@]1(O)CCNC[C@@H]1Oc1cc(F)cc(C#N)c1
18398	CC(C)C1(Nc2cc(F)cc(C#N)c2)CCC1
8332	N#Cc1ccc(Oc2cc(F)ccc2N)cc1C(F)(F)F
20041	CC[C@H](C)[C@@H](COc1cc(F)cc(C#N)c1)NC
11727	N#Cc1cc(F)cc(OCc2ccccc2)c1
15464	N#Cc1cc(F)ccc1COC(=O)C1CC(=O)C1
40583	N#Cc1cc(F)cc(OC[C@@H]2CCC(=O)N2)c1
18498	N#Cc1cc(F)cc(NC(=O)c2ccccc2Oc2ccccc2)c1
6845	Cc1ccc(Oc2cc(F)ccc2N)c(C#N)c1
17398	CC(=O)c1ccc(Oc2cc(F)cc(C#N)c2)cn1
5896	N#Cc1cc(F)cc(Oc2cnccc2C(=O)O)c1
10471	C[C@@H](Oc1cc(F)cc(C#N)c1)[C@@H](O)CN
28007	N#Cc1cc(F)cc(O[C@H](CN)C(=O)O)c1
11700	C[C@@H](N)c1cc(Br)ccc1Oc1cc(F)cc(C#N)c1
12085	CN[C@H]1CC[C@H](Oc2cc(F)cc(C#N)c2)C1
5765	CC[C@H]1CCC[C@@H](Oc2cc(F)cc(C#N)c2)C1
38423	Nc1cc(C(=O)O)ccc1Oc1cc(F)cc(F)c1
2786	C[C@H](O)c1cccc(-c2cc(F)cc(C#N)c2)c1
13224	CCc1ccc(Oc2cc(F)cc(C#N)c2)cc1
6868	CC1(C)CC[C@@H](O)[C@H](Oc2cc(F)cc(C#N)c2)C1
30505	N#Cc1cc(F)cc(O[C@H]2CCC(=O)C2)c1
30985	N#Cc1cc(F)cc(O[C@@H]2CCC[C@](N)(CO)C2)c1
24783	N#Cc1cc(F)cc(Oc2ccc(S(N)(=O)=O)cn2)c1
22742	CS(=O)(=O)c1ccc(C(=O)N2CC(C#N)C2)cc1[N+](=O)[O-]
36184	N#Cc1cc(Br)ccc1Oc1cc(F)cc(Br)c1
1607	Cc1cccc(Oc2ccc(F)cc2C#N)c1
16630	N#Cc1cc(F)ccc1Oc1ccc(N)cc1
37085	N#Cc1cnc(Oc2cccc(F)c2)c(Br)c1
32161	N#Cc1cc(F)cc(O[C@H]2CC[C@](N)(C(=O)O)C2)c1
13264	Cc1cc(CN)ccc1Oc1cccc(F)c1
29150	CN(C#N)C(=O)c1ccc(S(C)(=O)=O)c(Br)c1
39868	N#Cc1cc(F)cc(O[C@@H](C(=O)O)C2CC2)c1
37523	CC1(C)CC[C@H](Oc2cc(F)cc(C#N)c2)[C@H]1O
4754	N#Cc1ccc(Oc2ccc(F)cc2[N+](=O)[O-])cc1Br
13070	N#Cc1ccc(Oc2cc(F)cc(C=O)c2)c(Br)c1
38618	N#Cc1cc(F)cc(O[C@@H]2COC[C@@H]2N)c1
6708	Cc1ccc(Oc2cc(C)ccc2C#N)cc1
17959	N#Cc1ccc(Oc2cc(F)cc(F)c2)c([N+](=O)[O-])c1
25562	CS(=O)(=O)c1ccc(C(N)=O)cc1F
2444	N#Cc1cc(F)cc(Oc2ccc(N)cn2)c1
11761	C[C@@H](O)c1cccc(-c2cc(F)cc(C#N)c2)c1
32431	CC[C@@H](CBr)COc1cc(F)cc(C#N)c1
3004	N#Cc1cc(Oc2cc(F)ccc2F)ccc1N
5927	C[C@@H](COc1cc(F)cc(C#N)c1)CS(N)(=O)=O
14029	COc1ccc([C@@H]2C[C@@H](C#N)CN2)cc1S(C)(=O)=O
27275	N#Cc1cc(F)cc(Oc2ccc(Br)cc2F)c1
8012	N#Cc1cc(F)cc(N[C@H]2CS(=O)(=O)C[C@@H]2O)c1
4144	CN[C@H](COc1cc(F)cc(C#N)c1)c1cccs1
11074	N#Cc1cc(F)cc(OC[C@@H](O)CBr)c1
15554	N#Cc1cc(F)cc(Oc2cnncc2Br)c1
34153	N#Cc1cc(F)cc(OC2[C@@H]3C[C@@H]3[C@H]3C[C@@H]23)c1
3372	C[C@H](O)CC#Cc1cc(F)cc(C#N)c1
37833	CS(=O)(=O)[C@@H]1CCC[C@@H]([C@H](O)c2cccc(F)c2)C1
16019	N#Cc1cc([N+](=O)[O-])ccc1Oc1cccc(F)c1
14001	N#Cc1cc(F)cc(O[C@@]2(C(=O)O)CCCC[C@H]2N)c1
30001	N#Cc1ccc(N)c(Oc2ccc(C(N)=O)cc2)c1
12282	C[C@@H](N)[C@H](Oc1cc(F)cc(C#N)c1)c1ccncc1
1868	N#Cc1cc(F)cc(Oc2ccccc2C#N)c1
7596	C=C[C@@H](C)Oc1cc(F)cc(C#N)c1
7757	N#Cc1ccc(Oc2ccc(F)cc2C#N)cc1F
25462	Cc1cc2c(Oc3cccc(F)c3)ccc(N)c2cn1
23838	N#Cc1cc(F)ccc1Oc1cc(N)c(F)cc1F
1758	C[C@H](N)c1cccnc1Oc1cc(F)cc(C#N)c1
27517	CCC(=O)c1ccccc1Oc1cc(F)cc(C#N)c1
19749	N#Cc1cc(F)cc(NC(=O)N[C@H](CO)c2cccc(F)c2)c1
30595	N#Cc1cc(F)cc(O[C@@H]2CCC[C@@H]2O)c1
34771	CO[C@@H]1CC[C@H](Oc2cc(F)cc(C#N)c2)C1
33455	N#Cc1ccc(F)cc1Oc1cccc(F)c1
12318	N#Cc1cc(F)cc(O[C@@]2(C(=O)O)CC[C@H]2N)c1
24503	N#Cc1cc(C=O)ccc1Oc1cc(F)cc(Br)c1
36664	CCN[C@@H](COc1cc(F)cc(C#N)c1)C1CC1
6187	N#Cc1cc(F)cc(Oc2ccc(CBr)cc2Br)c1
7412	N#Cc1cc(F)cc(O[C@H]2CCC[C@@H]2O)c1
6346	CSc1cc([C@@H](C#N)CN)ccc1S(C)(=O)=O
3578	N#Cc1cc(F)cc(OS(=O)(=O)CC2CC(F)(F)C2)c1
20472	Cc1cc(CBr)ccc1Oc1cc(F)cc(C#N)c1
5626	N#Cc1cc(F)cc(OC[C@H]2C[C@H](O)C2)c1
22262	C#C[C@H](Oc1cc(F)cc(C#N)c1)c1ccccc1
30242	C[C@H](O)c1ccc(Oc2cc(F)cc(C#N)c2)cc1
478	COc1cc(-c2cc(F)cc(C#N)c2)ccc1C=O
27783	Cc1nc(S)cc(-c2cc(F)cc(C#N)c2)n1
29763	N#Cc1cc(F)cc(O[C@H]2CCC[C@](N)(C(N)=O)C2)c1
25547	C[C@H](O)c1ccc(Oc2cccc(F)c2)c(F)c1
14110	Cc1ccc(Oc2cc(F)cc(C#N)c2)nn1
23400	N#Cc1cc(F)cc(O[C@@]2(C(=O)O)C[C@H]3C[C@H]3C2)c1
9788	CS(=O)(=O)c1ccc([C@H]2C[C@H](C#N)CN2)cc1F
27284	N#Cc1cc(F)ccc1Oc1ccc(O)cc1
19259	N#Cc1cc(F)cc(O[C@@H]2CCC[C@@H]2F)c1
5556	N#Cc1cc(F)cc(O[C@H]2CN(C3CC3)C[C@@H]2O)c1
21218	Nc1cc(C(=O)O)ccc1Oc1cccc(F)c1
3416	N#Cc1cc(F)cc(Oc2ccc(C(=O)O)nc2)c1
24431	N#Cc1cc(F)cc(OCC(=O)N2CCC2)c1
26562	N#Cc1ccc(Oc2cc(F)cc(F)c2N)cc1
16498	N#Cc1cc(F)cc(Oc2ccc(C#N)cc2F)c1
18438	N#Cc1cc(F)cc(O[C@@H]2CCCCO2)c1
38536	N#Cc1cc(F)cc(O[C@H]2CC[C@H]2O)c1
18262	N#Cc1cc(F)cc(C(N)=O)c1
